Title ID,Korean Title,English Title,Genre,Content Format,Views,Likes,Rating,Rating Count,Created At,Primary Tone,Secondary Tones,Confidence (%),Total Score,Text Analyzed (chars),Fields Used,All Tone Scores (JSON),Description,Tagline,Tags,Pitch
5366dcf1-372b-4a0e-ba7a-5d701c93efa6,소음,Noise,BL,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,neutral,,0,0,396,title_name_kr; title_name_en; description; genre,"{""primary"":{},""secondary"":{}}","One day, Hyun, who heard an unidentified noise coming from outside the hallway, leaves the classroom and encounters Bada dancing in the dance studio. Even with the music turned off, Bada follows the noise, discovering Bada hiding in a cabinet. Believing a stalker has followed her, Bada refuses to push her away. Before she knows it, Bada realizes that Hyun has become special to her.",,,
410d11e7-dfb9-4956-a776-0249f1dc93e1,사랑이 커다래,Love Is Big,Dailylife; cutcartoon,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,dramatic; light; realistic,100,24,380,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":7,""intense"":2},""secondary"":{""romantic"":7,""dramatic"":2,""light"":2,""realistic"":2,""playful"":2}}","A bubbly and cheerful daily life unfolds among these five people: a nine-year-old girl named Han Da-rae, her childhood friend Park Kang-woo, Da-rae's unrequited love interest, 21-year-old Park In-woo, his girlfriend Oh Se-hee, and Da-rae's older brother Han Shin-hae.
This is a healing, everyday drama centered around a cute love triangle.",,,
ee251fb4-4cd0-4e79-bf9f-0b372c5b0c92,한 번도 상처받지 않은 것처럼,Like You've Never Been Hurt,Dailylife; romance; drama; growth; story,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,intense,dramatic; romantic,50,4,426,title_name_kr; title_name_en; description; genre,"{""primary"":{""intense"":1,""romantic"":1},""secondary"":{""dramatic"":1,""romantic"":1}}","After her first college club experience ended badly, Lee Ji's attitude toward relationships shifts and she becomes obsessed with club life.
However, as she spends time with her club senior, Pyo Seon-woo, she finds herself drawn to him. However, memories of her previous club experience cause her to avoid him.
Can these two truly become a club?",,,
81e5096e-e76d-4b2f-acf9-4119e706a9e7,더 익스트림,The Extreme,Boy; Drama,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,intense,dramatic,70,2,664,title_name_kr; title_name_en; description; genre,"{""primary"":{""intense"":1},""secondary"":{""dramatic"":1}}","Han Si-woo lost his left leg in a childhood accident.
He suffered trauma from the stigma and bullying that plagued him throughout his school years, but he was introduced to skateboarding after being fitted with a smart prosthetic leg.
His incredible balance and skill earned him a spot in the skateboarding crew, ""Extreme Crew.""
Within the crew, Si-woo faces formidable rivals, and even outside the crew, numerous obstacles threaten Si-woo.
Can Si-woo overcome all this and prove his potential by competing in the national team trials?
This is a coming-of-age story about a one-legged boy with a prosthetic leg, an extreme sports team.",,,
3b379e9e-e5c0-4e19-87ba-a0f076cda7fb,사장님은 투타임,The owner is two-time.,Romance; Drama; Fantasy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,intense,energetic; empowering; dramatic,50,10,291,title_name_kr; title_name_en; description; genre,"{""primary"":{""intense"":1,""romantic"":1,""quirky"":1},""secondary"":{""energetic"":2,""empowering"":2,""dramatic"":1,""romantic"":1,""whimsical"":1}}","The female protagonist, who has a strong desire to escape from this shackle that is called fate but feels like a curse, is unable to do anything because misfortune befalls her the more she tries to escape. She ends up two-timing two men.",,,
dc4812b0-99b4-4ad0-8025-ece51a1c6354,아임 펫!,I Am Pet,comedy; companiondogs,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,funny,comedic; dramatic; whimsical,83,16,900,title_name_kr; title_name_en; description; genre,"{""primary"":{""funny"":3,""intense"":2,""suspenseful"":2,""quirky"":2},""secondary"":{""dramatic"":2,""comedic"":3,""whimsical"":2}}","The perilous cohabitation of Antonio, a talking dog, and Aim, a 30-year-old single woman, begins.
This fantasy drama will captivate viewers with its heart-fluttering portrayal of Antonio's protection of Aim, and the bond between their friendship and comfort.
Season 1
A bizarre talking dog suddenly appears in the boring daily life of Aim, a 33-year-old office worker.
A hilarious episode unfolds as the talking dog Antonio and the timid Aim cohabitate.
Season 2
Antonio, who lands a job as a dog communicator on ""Welcome to Fifty Dogs,"" acts as an interpreter between people and their dogs, resolving their conflicts.
Season 3
Antonio is not a dog, but actually a person!?
The secret past that forced Antonio and Aim to meet is gradually revealed!
Season 4
Antonio travels back in time to meet Aim from the past!
He cares for Aim, a former loner, like a soulmate.",,,
6b7e6239-00a6-4279-8b10-82629092bb56,빙의,The Possession,Thriller; exorcism,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,suspenseful,mysterious; light,83,9,567,title_name_kr; title_name_en; description; genre,"{""primary"":{""suspenseful"":3,""quirky"":2},""secondary"":{""mysterious"":2,""light"":2}}","One day, a truck driver suddenly experiences a strange change in his gaze while waiting at a traffic light. He drives recklessly, causing a three-car pileup that kills 12 people and then plunges into a river.

Is he possessed?
Dr. Cheon, an exorcist who doesn't believe in ghosts but is driven by money, becomes embroiled in this case alongside a conman who makes money selling fake ghosts and Oh Yu-kyung, a woman who claims to see ghosts.
They uncover and solve the mystery of someone committing crimes through astral projection.",,,
7b64aa0f-735c-46c9-ab83-fa2d73086f5a,절하는 강아지,Bowing Puppy,daily,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,emotional,100,12,349,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":4,""heart_warming"":2},""secondary"":{""romantic"":4,""emotional"":2}}","Sarang, a puppy with two front legs who can only bow down, is a story of three children who live with their grandmother without parents, despite their impoverished background. Furthermore, despite being a disabled dog, they do their best to live with Sarang, showing the heartwarming, touching love that comes from family.",,,
85c7ab65-8e80-4cd8-bfbc-10ee47fdb4d9,견우와 선녀,Gyoun-woo and Seon-nyeo.,Romance; Story,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,dramatic; whimsical; realistic,83,18,741,title_name_kr; title_name_en; description; genre,"{""primary"":{""intense"":2,""romantic"":3,""quirky"":2},""secondary"":{""dramatic"":2,""romantic"":3,""whimsical"":2,""realistic"":2,""magical"":2}}","Seong-ah, an 18-year-old high school student who leads a double life as a normal high school girl by day and a shaman by night, is known for her bravery and keeps her busy. However, she dreams of a fateful love.
One day, the man of her destiny appears before her, but she gives up after realizing through her own magical powers that he is destined to die.
However, upon reuniting with the man who transferred to her class, she resolves to save him, Bae Gyeon-woo, from his tragic fate.
However, Gyeon-woo loathes shamans to the point of trembling, and continually pushes Seong-ah away...
Can Seong-ah kill two birds with one stone: save Gyeon-woo from his fate and win him over as her boyfriend?",,,
5b93f6fe-be38-4f9e-99d4-ad4a59f0eb88,NASSA,NASSA,Adult; Fantasy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,quirky,whimsical,70,2,362,title_name_kr; title_name_en; description; genre,"{""primary"":{""quirky"":1},""secondary"":{""whimsical"":1}}","In 2124 AD, humanity's obsession with virtual sex has led to sperm and egg degeneration, rendering conception impossible. Scientist Sergei decides to reignite humanity's sexual desires by gathering men and women from around the world, categorized by race, size, and preferences, at a space station called NASSA and having them have sex.",,,
9ddf46c1-02ca-4bb9-80ae-74ad50910c78,에일리의 정원,Ailee's Garden,Romance; Fantasy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,whimsical,50,4,728,title_name_kr; title_name_en; description; tagline; genre,"{""primary"":{""romantic"":1,""quirky"":1},""secondary"":{""romantic"":1,""whimsical"":1}}","Teddy, falsely accused and moved from the capital to a remote village, meets Ailee, known as the witch's daughter.
As the son of a wizard, Teddy is repeatedly warned by his father never to use magic, but he ends up using it while helping Ailee.
This leads to Ailee's further identification as a witch and her persecution.
Growing up like this, Teddy, seeing Ailee's lack of emotion,
desires to help her find her own. He learns from Milan, Ailee's sole caregiver, about Ailee's mother, the ""witch,"" and the ""plague.""
What exactly is the connection between the witch and the plague, and what led Ailee to this life?","In the past, we hear about Ailee's mother, the 'witch', and the 'sickness'.",,
3ec36daf-e232-4034-8cb2-cae4856eadf0,스윗솔티,Sweet salty,Dailylife; healing; drama; story,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,playful; dramatic,50,14,202,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":3,""heart_warming"":3,""intense"":1},""secondary"":{""romantic"":3,""playful"":3,""dramatic"":1}}","The owner, a Hawaiian shirt-wearing, 365-day-a-year-old, the blunt, chic manager, Hoon, and their strangely shabby cafe are increasingly running at a loss.",,,
1073df53-2498-4fc4-904a-be6d864656bc,우당탕탕 따식이,Ddasick,gag; crazy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,funny,dramatic,83,9,251,title_name_kr; title_name_en; description; genre,"{""primary"":{""funny"":3,""intense"":2,""quirky"":2},""secondary"":{""dramatic"":2}}","Through intense training, Tasik aims to become a righteous hero by defeating various masters. However, Tasik redefines the meaning of righteousness and approaches it with a quirky sense of humor, creating a hero gag webtoon.",,,
07277ccc-92df-4a0c-87e4-519a86216483,노이즈컴백,Noise Comeback,Drama; Romance,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,suspenseful,mysterious; dramatic; romantic,50,10,557,title_name_kr; title_name_en; description; genre,"{""primary"":{""suspenseful"":2,""quirky"":2,""intense"":1,""romantic"":1},""secondary"":{""mysterious"":2,""dramatic"":1,""romantic"":1}}","Noise, a fourth-year student in the Department of Furniture Design, returns to school, meticulously planning her grueling daily schedule. However, annoying things begin to happen to her.
When Iz loses her diary, a strange man she's never met before reveals her deadly secret.
This man, Woo Yoo-jin, seems to enjoy Noise's frustrations and sees through her.
Then one day, Woo Yoo-jin suddenly proposes a collaboration with Noise for the <SHEPHERD> contest, a long-time dream. What on earth is his motive in approaching her?",,,
bcfb591e-2b12-43ff-836d-c90acfba9976,삼각산 선녀탕,Samgaksan Fairy Bath,Romance; Drama; Comedy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,dramatic; light; realistic,100,42,1805,title_name_kr; title_name_en; description; genre,"{""primary"":{""intense"":3,""romantic"":15,""funny"":1},""secondary"":{""dramatic"":3,""romantic"":15,""light"":2,""realistic"":2,""comedic"":1}}","Yunseul, a perennial Musuri candidate born between a human woodcutter and a fairy! Namwoo, a dirt spoon human being who is being chased by his con artist mother! The mountain spirit who rules Samgaksan Mountain, the only one in the heavens and earth, a golden spoon! Namwoo, a good young man, escapes from his creditors and climbs Bukhansan Mountain. He saves a deer by chance and, as luck would have it, that day happens to be the mountain spirit's appointment day, so the fairies come down to the sky to bathe, and he tells them where to go? What time of day is it in the city? He asks him to steal the fairy clothes. Namwoo, who refuses, ends up becoming a human who steals the fairy clothes due to a misunderstanding. This theft falls on Yunseul, a Musuri who failed to protect the fairy clothes, and her path to becoming a fairy is blocked. Meanwhile, the newly appointed mountain spirit Hu falls in love with Yunseul, who has returned the fairy clothes and wears them to a party as the dress code. Honest Namwoo also approaches Yunseul to clear up the misunderstanding and feels love. However, Yunseul does not want to love a human like her mother again, so she experiences conflict and confusion. Amidst a turbulent love story, she faces a happy choice: accept the love of a human named Nam-woo or the blessings of a mountain spirit. Amidst this, she takes on the role of a fairy in an open audition. This modern adaptation of the fairy and the woodcutter motif tells the story of Yun-seul, who strives to become a fairy through her own efforts, and the mountain spirit and human, who have a crush on Yun-seul and help her in their own way. A tiki-taka love triangle romance between these two individuals with vastly different social standings! TOP",,,
ba075a52-f6df-4bf1-bff9-7590b349744d,옆집 형,The guy next door,BL,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,neutral,,0,2,478,title_name_kr; title_name_en; description; genre,"{""primary"":{},""secondary"":{""empowering"":2}}","In an effort to give up her six-year crush, Seo-yoon impulsively meets a named user who posts one-night stands on a gay app.
But what appears before her is Do-jin, her brother, whom she has a crush on.
Do-jin, who has been living a double life under strict supervision, is discovered by Seo-yoon.
And Seo-yoon, determined to seize this opportunity, boldly declares that she wants to be Do-jin's sex partner.
""Hyung, don't you want to have sex with me?""",,,
b96a2368-ef6d-4436-9fa9-d9bbb591f321,소녀히어로,Girl Hero,Fantasy; Growth; School,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,quirky,energetic; whimsical,70,6,610,title_name_kr; title_name_en; description; genre,"{""primary"":{""quirky"":3},""secondary"":{""energetic"":2,""whimsical"":1}}","A high school girl, ranked last in her class, suddenly becomes the world's most powerful hero, the only one who can prevent the end of the world!

In 100 days, the heroes learn that Earth is doomed.

They receive a revelation that only one 100% hero can prevent the end, more than a million 99% heroes. They decide to pass on their powers to a special hero who can absorb the power of all heroes...

Sia, a quirky girl who seems to lack any sense of duty, declares her intention to become a hero, hoping to impress her senior, Kang Shin.

Will we be able to protect Earth?",,,
93430655-3c2c-4049-8df7-0fc68b13ce19,네 이웃의 취향,Neighbor Taste,Novel; novelcomics; romance,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,realistic; melancholic,83,12,779,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":3,""suspenseful"":2},""secondary"":{""romantic"":3,""realistic"":2,""melancholic"":2}}","Ga-eun runs a small workshop in her neighborhood.
The familiar house next door has become a construction site, and now a fierce and fierce neighbor unlike anything she's ever seen has moved in.
With high walls and a constant stream of women coming and going, and the fact that he's naked in broad daylight, she knows he's no ordinary man.
Ga-eun vows to avoid men as much as possible, but...
""Who came in without permission?""
""Who dropped this in front of my house?""
""Did you climb over the wall just to deliver this?""
Her neighbor, Kang Si-wan, is unfamiliar, suspicious, and even prickly.
Can Ga-eun live peacefully with this arrogant neighbor?
A bittersweet romance between a man and a woman caught up in their own prejudices!",,,
8673d04f-ad38-4d34-a261-716a4fcd60aa,에버그린,evergreen,BL; adult; fantasy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,quirky,whimsical,70,2,664,title_name_kr; title_name_en; description; genre,"{""primary"":{""quirky"":1},""secondary"":{""whimsical"":1}}","Harold, who succeeded in stealing Estella, the jewel stolen by Surya, but is caught as a spy and on the run,

accidentally opens a dimensional gate and arrives in modern-day South Korea, where Seojin lives.
Unable to grasp the situation, Harold, under the influence of hallucinogens since his escape, relies on his mental fortitude. However, upon seeing Seojin, who rescued him, he faints.

Having hallucinated, he sees his fiancée and Seojin overlapping, and they become physically intimate.
The next day, Harold has no memory of Seojin, but he finds himself haunted by her, and he manages to capture her and begin living together.",,,
1ac61df1-13de-4915-aac2-9dfbbd125156,안녕 도깨비,Hello Doggaebi,Romance; Fantasy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,realistic; empowering; whimsical,50,8,525,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":1,""quirky"":1},""secondary"":{""realistic"":2,""empowering"":2,""romantic"":1,""whimsical"":1}}","Bunhee and her family head to the countryside for their younger sister's treatment.
What they thought was an ordinary rural village is actually a goblin village. The goblins, unimpressed by the human intrusion, play all sorts of pranks on Bunhee and her family in an attempt to drive them out.
However, with the help of Bunhee, who is resilient despite the goblins' antics, and the goblin Kang-jun, Bunhee and her family settle down in the village and begin their life among the goblins.",,,
232532dc-efbc-490d-aa34-875d0a12696d,부기영화,Boogie Movie,Reviews; gags,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,funny,realistic,70,3,388,title_name_kr; title_name_en; description; genre,"{""primary"":{""funny"":1},""secondary"":{""realistic"":2}}","Because it's based on a movie, there are spoilers for Schrödinger.
However, these spoilers may or may not be present, or even if they are, you may not notice them.
A comic that always surpasses imagination and is below common sense!
Once you start reading, you'll never go back to normal life.
I'm only taking one medication! It's all about ""boogie movies.""",,,
a269c6c1-03a7-4fd3-ab0d-0e05aa3be46b,팬 픽션,Never Mind Darling,BL; gag,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,intense,dramatic,100,11,692,title_name_kr; title_name_en; description; genre,"{""primary"":{""intense"":4,""adventurous"":2,""funny"":1},""secondary"":{""dramatic"":4}}","Adult BL web novelist Gong Chan-hyuk receives an offer to produce a drama based on his work.
Having never wanted his work to be adapted into a film, Chan-hyuk is initially reluctant. However, he's offered a meeting, and heads to the location where he encounters Lee Hyuk-soo, the star of the upcoming drama.
Chan-hyuk has always been a devoted fan of Hyuk-soo. Shocked to see the person he'd dreamed of as a side dish right before his eyes, Chan-hyuk agrees to Hyuk-soo's invitation to visit his house, leading to the discovery of a previously lofty fan fiction he'd written about Hyuk-soo...
However, Hyuk-soo makes a surprising offer:
""Shall we just do this?""",,,
496703ad-e4f7-4e0b-af4b-01145673fb8a,이상적인 관계,Ideal Us,Romance; Story; DailyLife,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,mysterious,83,10,409,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":3,""quirky"":2},""secondary"":{""romantic"":3,""mysterious"":2}}","Sa-hee, a young girl, gave her boyfriend, Se-bin, a confession bracelet, only to be rejected. She became a stubborn, stubborn woman. 
Just turning 20, she accidentally witnesses Se-bin kissing Noah.
Before the shock and confusion even faded, their strange relationship spiraled into chaos.

Amidst the shock and confusion, they begin to cohabitate under the same roof.",,,
ba34b193-7655-40cc-818e-26350f4f40c4,해금,removing,Adult; romance; melodrama,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,suspenseful,mysterious; dramatic; romantic,100,14,489,title_name_kr; title_name_en; description; genre,"{""primary"":{""suspenseful"":6,""quirky"":2,""intense"":1,""romantic"":1},""secondary"":{""mysterious"":2,""dramatic"":1,""romantic"":1}}","Young-hee, the only male caregiver in a household populated entirely by women, is thrust into a secret space between two sisters.
The sudden arrival of a strange man opens up a secret space between the two sisters.
Young-hee vacillates between her sister and her brother, her instincts faltering, and watching her, she finds herself drawn into a whirlpool of inexplicable excitement...
A secret, sexual story of sisters unfolding in a forbidden setting.",,,
f3427f37-8efc-41b5-9eff-4d6b6be5c5cc,위험한 동거,dangerous_cohabitation,thriller,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,quirky,mysterious; realistic,100,7,556,title_name_kr; title_name_en; description; genre,"{""primary"":{""quirky"":2,""suspenseful"":1},""secondary"":{""mysterious"":2,""realistic"":2}}","A high school girl loses her family in a murder and the killer who murdered her family.
An ordinary high school girl's life is turned upside down when a murderer brutally murders her family.
The girl, who remembers the killer's face, confronts him, kidnaps him, and holds him captive in her home.
After being confined, tortured and engaged in one-sided conversations, she begins to suspect that he may not be the killer.
The two men and women, whose roles are reversed, embark on a strange and dangerous cohabitation.",,,
e5e70e91-1a7f-44c5-b869-aedb7146807c,2차원 개그,2D Comedy,gag,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,funny,comedic; realistic,70,17,368,title_name_kr; title_name_en; description; genre,"{""primary"":{""funny"":8},""secondary"":{""comedic"":5,""realistic"":4}}","Four panels is too many! A super-slim two-panel gag cartoon that defies common sense!
It's only two panels, but the author's unexpected ideas transform even the most ordinary of everyday moments into hilarious jokes!
Even if we all brainstorm together after seeing the first panel, a day isn't enough to predict how the next situation will unfold.",,,
5a09f56d-2f9b-47c2-9725-37b02227ea44,우리집 아이돌,Idol House,Romance; gags; stories; dailylife; idols,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,funny,romantic,50,3,581,title_name_kr; title_name_en; description; genre,"{""primary"":{""funny"":1,""romantic"":1},""secondary"":{""romantic"":1}}","A woman nearing 50 is a fan of idols?
And that's my mom?! Her reckless mother secretly text-voted for a music show event on Ire's phone.
Suddenly, the broadcasting station notifies her that she's won, and the ultra-popular idol group ""Nier"" appears in front of her house.
Ire, who has no interest in idols, is lured by the appearance fee and signs up for the TV show.
Ire, who distrusts handsome men, and Min-hoo, who takes pride in his idol career,
continue to clash...
Will ""Our Family's Idol"" be able to end successfully?!",,,
f3656329-ee34-4ba8-9243-c1de703c129a,빨강,red,Drama; romance; growth; story,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,dramatic,100,20,572,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":9,""intense"":1},""secondary"":{""romantic"":9,""dramatic"":1}}","After seven years of dating, Da-seul and Beom find themselves growing weary of each other's recurring arguments and lack of communication.
Da-seul avoids situations, and Beom lacks the courage to resolve them. As these situations persist, their relationship begins to crack.
Finally, believing they are meant for each other, Beom attempts to end their relationship with Da-seul.
But fearing losing the past, he refuses to tell her they want to break up, suggesting they take time.
Can these two ever reconnect with their old relationship?",,,
8e9680ca-6e23-4b5e-9868-b30717bb8705,염라의 숨결,A good relationship,Romance; Fantasy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,dark; whimsical,100,12,556,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":4,""quirky"":1},""secondary"":{""romantic"":4,""dark"":2,""whimsical"":1}}","Kim Joo-young slipped on an icy road and met an absurd death.

""I've worked so hard to live... It's too unfair to die like this!""

Even the Grim Reaper must have felt sorry for her death, and he offers her a way to live.
""You can live if you receive the breath of the next King of Hell, who is currently in this world.""

""Receiving the breath...?""
""There's a better way, right? Kiss!""

If you want to live, kiss King of Hell!
Will Joo-young truly be able to receive the breath of Hae-in, the prickly King of Hell?",,,
28997934-79a3-433a-98b7-8182a8ee83a5,윌유메리미,Will You Marry Me,Dailylife; gags,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,romantic,realistic,100,7,411,title_name_kr; title_name_en; description; genre,"{""primary"":{""romantic"":2,""funny"":1},""secondary"":{""romantic"":2,""realistic"":2}}","Webtoon artist Will heads to Busan in search of new material. There, he meets Mary, a woman he finds charmingly innocent on the outside but with a tough-guy heart. He begins to feel more and more like a woman...
It turns out Will and Mary aren't just the same age, they're also 12 years apart!
A real-life love story of a couple from Seoul and Busan, the same zodiac sign.",,,
486b5bba-570a-4b5f-9e9e-8a3d64516410,항변신,Hang byun sin,Fantasy; romance; comedy,,0,0,0,0,2025-07-31T03:19:06.4027+00:00,funny,mysterious; comedic; romantic,50,8,702,title_name_kr; title_name_en; description; genre,"{""primary"":{""funny"":1,""romantic"":1,""quirky"":1},""secondary"":{""mysterious"":2,""comedic"":1,""romantic"":1,""whimsical"":1}}","When Ora's younger brother contracts a mysterious illness, he visits a shaman.
The shaman tells Ora that he must consistently perform ancestral rites to the ""Hangbyeonsin"" for ten years to recover.
Ora continues to perform the ancestral rites for ten years, but when the college entrance exam coincides with the holiday, he overturns the ancestral rite table in despair.
Of course, the feces he was serving are with him!
Suddenly, with a loud bang, he thinks the feces have exploded, but instead of feces, a handsome man appears before Ora.
The handsome man introduces himself as the ""Hangbyeonsin"" ""Wannora.""
Thus begins Ora and Nora's tumultuous cohabitation!",,,
